table,column,dtype,unit,grain,description,available_at,role,nullable_in_this_release,missing_count,null_meaning,generation_family,generator_expressions,parent_symbol_definitions,calibration_status
stack_assembly,capacity_gb,int64,GB,one assembled HBM stack,Stack DRAM capacity; core layer count times 3 GB per core die.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:50: h*c['core_die_density_gb'] | generate.py:364: hh*c['core_die_density_gb'],"h = np.where(rng.random(nl) < c['product_12_high_fraction'], 12, 8) | hh = int(h[l])",public_architecture_context; simulated row allocation (SOURCES.md)
stack_assembly,packaging_route,str,category/text,one assembled HBM stack,Advanced MR-MUF-inspired synthetic process; no proprietary recipe is reproduced.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: 'Advanced_MR_MUF_inspired',,public_architecture_context; simulated row allocation (SOURCES.md)
stack_assembly,assembly_tool_id,str,category/text,one assembled HBM stack,Fictional assembly-line group containing multiple stations; not a single-resource schedule.,at feature_available_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: f'ASSEMBLY_T{bank+1:02}',bank = (wlot+wi % nw) % 8,illustrative_simulation_assumption
stack_assembly,emc_batch_id,str,category/text,one assembled HBM stack,Fictional emc batch identifier for traceability or configuration.,at feature_available_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: emcb,emcb = f'EMC{l//4+1:03}',illustrative_simulation_assumption
stack_assembly,base_die_id,str,category/text,one assembled HBM stack,Fictional base die identifier for traceability or configuration.,at feature_available_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: bid | generate.py:267: bids[j] | generate.py:307: bid | generate.py:302: None,bid = bids[b] | bids = [f'B{next_base+j:07}' for j in range(nb)],illustrative_simulation_assumption
stack_assembly,assembly_start_time_utc,str,UTC ISO-8601,one assembled HBM stack,"Assembly start time, in a wholly simulated chronology.",at feature_available_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: start.strftime('%Y-%m-%dT%H:%M:%SZ'),"start = wafer_start + pd.to_timedelta(si*8, unit='h')",illustrative_simulation_assumption
stack_assembly,reflow_start_time_utc,str,UTC ISO-8601,one assembled HBM stack,"Reflow start time, in a wholly simulated chronology.",at feature_available_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: reflow_start.strftime('%Y-%m-%dT%H:%M:%SZ'),reflow_start = start+pd.Timedelta(minutes=5),illustrative_simulation_assumption
stack_assembly,assembly_end_time_utc,str,UTC ISO-8601,one assembled HBM stack,"Assembly end time, in a wholly simulated chronology.",at feature_available_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: end.strftime('%Y-%m-%dT%H:%M:%SZ'),"end = start+pd.to_timedelta(dur, unit='s')",illustrative_simulation_assumption
stack_assembly,feature_available_time_utc,str,UTC ISO-8601,one assembled HBM stack,"Feature available time, in a wholly simulated chronology.",at feature_available_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: observed.strftime('%Y-%m-%dT%H:%M:%SZ'),observed = end+pd.Timedelta(hours=2),illustrative_simulation_assumption
stack_assembly,stack_height_um,float64,um,one assembled HBM stack,"Sum of N core thicknesses, N interface gaps, base thickness and mold cap.",at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: stackheight,stackheight = final_thickness[di].sum()+gaps.sum()+bthick[b]+moldcap,derived_identity from simulated inputs
stack_assembly,mold_cap_thickness_um,float64,um,one assembled HBM stack,Top mold allowance used in total stack-height accounting.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: moldcap,"moldcap = c['mold_cap_thickness_um']+rng.normal(0,0.5)",illustrative_simulation_assumption
stack_assembly,inter_die_gap_mean_um,float64,um,one assembled HBM stack,Arithmetic mean of the N core-to-lower-layer interface gaps.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: gaps.mean(),"gaps = bumpheight[di]+rng.normal(0,0.07,hh)",illustrative_simulation_assumption
stack_assembly,max_alignment_offset_um,float64,um,one assembled HBM stack,Maximum Euclidean incremental placement-offset magnitude over core layers.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: maxoffset,maxoffset = radial_offset.max(),illustrative_simulation_assumption
stack_assembly,cumulative_die_shift_um,float64,um,one assembled HBM stack,Euclidean magnitude of the sum of incremental X/Y offsets over core layers.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: cumshift,cumshift = np.sqrt(px.sum()**2+py.sum()**2),illustrative_simulation_assumption
stack_assembly,emc_viscosity_pa_s,float64,Pa*s,one assembled HBM stack,Assumed epoxy molding-compound viscosity at dispensing conditions.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: viscosity,"viscosity = np.exp(np.log(8)+0.2*emc_effect[l//4]+0.10*ast+rng.normal(0,0.08))",illustrative_simulation_assumption
stack_assembly,molding_pressure_mpa,float64,MPa,one assembled HBM stack,Applied molding-pressure scenario variable; not converted from a published press load.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: mold_pressure,"mold_pressure = 7+0.25*ast+rng.normal(0,0.18)",illustrative_simulation_assumption
stack_assembly,molding_vacuum_absolute_kpa,float64,kPa absolute,one assembled HBM stack,Absolute evacuation pressure: a larger value means weaker vacuum.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: vacuum,"vacuum = np.exp(np.log(2.5)+0.3*ast+rng.normal(0,0.12))",illustrative_simulation_assumption
stack_assembly,reflow_peak_temperature_c,float64,degC,one assembled HBM stack,Peak mass-reflow temperature.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: peak,"peak = 245+2.0*ast+rng.normal(0,1.8)",illustrative_simulation_assumption
stack_assembly,time_above_liquidus_sec,float64,s,one assembled HBM stack,Reflow time above the scenario solder liquidus.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: tal,"tal = 55+3*ast+rng.normal(0,3)",illustrative_simulation_assumption
stack_assembly,heating_rate_c_sec,float64,degC/s,one assembled HBM stack,Reflow heating-rate summary.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: heatrate,"heatrate = 1.5+rng.normal(0,0.08)",illustrative_simulation_assumption
stack_assembly,cure_temperature_c,float64,degC,one assembled HBM stack,Molding compound curing temperature.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: curetemp,"curetemp = 175+1.1*ast+rng.normal(0,1)",illustrative_simulation_assumption
stack_assembly,cure_duration_min,float64,min,one assembled HBM stack,Molding compound cure duration.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: curemin,"curemin = 60+rng.normal(0,2)",illustrative_simulation_assumption
stack_assembly,underfill_void_pct,float64,percent 0..100,one assembled HBM stack,Void area as percent of inspected underfill cross-section area.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: vfrac,"vfrac = np.exp(-1.7+0.18*(viscosity-8)+0.25*(vacuum-2.5)+0.22*ast                 +0.08*(14-gaps.mean())+0.1*max(7-mold_pressure,0)+rng.normal(0,0.4))",illustrative_simulation_assumption
stack_assembly,delamination_area_pct,float64,percent 0..100,one assembled HBM stack,Separated area as percent of inspected package interface area.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: delam,"delam = min(30,np.exp(-2.9+0.15*(pwarp-10)+0.6*vfrac+0.25*cure_deficit+rng.normal(0,0.5)))",illustrative_simulation_assumption
stack_assembly,package_warpage_um,float64,um,one assembled HBM stack,Package-curvature magnitude after molding.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: pwarp,"pwarp = positive(8+2*warpage[di].mean()+0.9*cumshift+1.2*(hh==12)+1.6*ast                 +0.6*emc_effect[l//4]+0.6*abs(mold_pressure-7)+0.25*(curetemp-175)+rng.normal(0,1.3))",illustrative_simulation_assumption
stack_assembly,stacks_since_tool_service,int64,count/index,one assembled HBM stack,Run-age proxy modulo 200 for the synthetic assembly-line group.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: age,age = seq[ix] % 120,illustrative_simulation_assumption
stack_assembly,inspection_sampled,int64,0/1,one assembled HBM stack,Package-inspection coverage flag; 1 for every stack in this release.,at feature_available_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,"Conditional placement, reflow and molding process; geometry from constituents; package inspection before final acceptance.",generate.py:364: 1,,illustrative_simulation_assumption
electrical_test,stack_id,str,category/text,one stack final acceptance test,Fictional stack identifier for traceability or configuration.,at test_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:442: assigned_stack | generate.py:364: sid | generate.py:307: sid | generate.py:379: sid | generate.py:397: sid | generate.py:405: sid | generate.py:426: sid | generate.py:302: sid,"assigned_stack = np.full(n_d,'',dtype=object) | sid = f'S{next_stack:06}'",illustrative_simulation_assumption
electrical_test,test_time_utc,str,UTC ISO-8601,one stack final acceptance test,"Test time, in a wholly simulated chronology.",at test_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: testtime.strftime('%Y-%m-%dT%H:%M:%SZ') | generate.py:397: None if not selected else reliability_time.strftime('%Y-%m-%dT%H:%M:%SZ'),"testtime = observed+pd.Timedelta(hours=12) | selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False) | reliability_time = testtime+pd.Timedelta(days=7) if selected else None",illustrative_simulation_assumption
electrical_test,test_program_id,str,category/text,one stack final acceptance test,Fictional test program identifier for traceability or configuration.,at test_time_utc,identifier_or_metadata,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: 'SYN_HBM3E_FINAL_V1',,illustrative_simulation_assumption
electrical_test,test_temperature_c,int64,degC,one stack final acceptance test,Controlled package-top case temperature for the synthetic test (85 degC).,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: 85,,illustrative_simulation_assumption
electrical_test,test_voltage_v,float64,V,one stack final acceptance test,Synthetic test supply voltage (1.1 V).,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: 1.1,,illustrative_simulation_assumption
electrical_test,test_duration_sec,int64,s,one stack final acceptance test,Duration of the synthetic electrical-test program.,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: 120,,illustrative_simulation_assumption
electrical_test,offered_data_rate_gbps,float64,Gbit/s per pin,one stack final acceptance test,"Offered per-pin rate during test, 9.6 Gbit/s.",at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: 9.6,,illustrative_simulation_assumption
electrical_test,bus_width_bits,int64,count/index,one stack final acceptance test,"HBM3E data-bus width in bits, 1024; not number of TSVs.",at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: 1024,,public_architecture_context; simulated row allocation (SOURCES.md)
electrical_test,nominal_peak_bandwidth_gb_s,float64,GB/s,one stack final acceptance test,"Offered data rate times bus width divided by 8, in GB/s.",at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: nominal_bw,nominal_bw = 9.6*1024/8,derived_identity from simulated inputs
electrical_test,max_pass_data_rate_gbps,float64,Gbit/s per pin,one stack final acceptance test,"Maximum passing per-pin data rate, conditional on realized electrical health.",at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: max_pass_rate,"max_pass_rate = (9.6+speed_margin) if not electrical_bad else 9.6-rtest.uniform(0.4,3.5)",illustrative_simulation_assumption
electrical_test,measured_bandwidth_gb_s,float64,GB/s,one stack final acceptance test,"min(nominal rate, maximum passing rate) times bus width / 8, with 97%-99.5% efficiency.",at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: measured_bw,"measured_bw = min(nominal_bw,max_pass_rate*1024/8)*rtest.uniform(0.97,0.995)",illustrative_simulation_assumption
electrical_test,tested_bit_count,int64,count/index,one stack final acceptance test,"Bits sampled for BER, not full data volume moved during the entire test program.",at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: tested_bits,tested_bits = 10**12,illustrative_simulation_assumption
electrical_test,uncorrected_error_count,int64,count/index,one stack final acceptance test,Uncorrected failures in tested_bit_count; zero on an electrical pass in this scenario.,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: errors,errors = 0 if not electrical_bad else 1+rtest.poisson(8+20*sum(modes.values())),illustrative_simulation_assumption
electrical_test,bit_error_rate,float64,probability/fraction 0..1,one stack final acceptance test,uncorrected_error_count / tested_bit_count.,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: errors/tested_bits,errors = 0 if not electrical_bad else 1+rtest.poisson(8+20*sum(modes.values())) | tested_bits = 10**12,derived_identity from simulated inputs
electrical_test,ecc_corrected_errors,int64,count/index,one stack final acceptance test,"Corrected-error count during the synthetic test, not a BER numerator.",at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: corrected,corrected = rtest.poisson(0.6+0.08*repairs[di].sum()+2*modes['dram_electrical']),illustrative_simulation_assumption
electrical_test,detected_interconnect_failures,int64,count/index,one stack final acceptance test,Sum of realized TSV and microbump aggregate electrical faults.,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: opens,opens = modes['tsv_open_short']+modes['microbump_open_bridge'],illustrative_simulation_assumption
electrical_test,power_consumption_w,float64,W,one stack final acceptance test,Package power proxy under the declared electrical test workload.,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: power,"power = positive(7.0+0.45*hh+0.15*leakage[di].sum()+0.5*int(failed)+rtest.normal(0,0.35),1)",illustrative_simulation_assumption
electrical_test,thermal_resistance_c_w,float64,degC/W,one stack final acceptance test,Effective junction-to-package-top thermal resistance with controlled 85 degC top boundary.,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: thermal_r,"thermal_r = positive(1.3+0.15*(hh==12)+0.20*vfrac+0.10*delam+rtest.normal(0,0.07),0.5)",illustrative_simulation_assumption
electrical_test,timing_margin_ps,float64,ps,one stack final acceptance test,Positive for electrically passing stacks and negative for simulated electrical failures.,at test_time_utc,observation_or_process_context,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,"generate.py:379: rtest.uniform(8,22) if not electrical_bad else -rtest.uniform(1,15)",electrical_bad = bool(modes['dram_electrical'] or modes['tsv_open_short'] or modes['microbump_open_bridge']),illustrative_simulation_assumption
electrical_test,stack_assembly_pass,int64,0/1,one stack final acceptance test,"Acceptance gate: no realized die-crack, warpage, underfill-void or delamination failure.",at test_time_utc,outcome_label,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: assembled_pass,assembled_pass = int(not (modes['die_crack'] or modes['warpage'] or modes['underfill_void'] or modes['delamination'])),illustrative_simulation_assumption
electrical_test,electrical_test_pass,int64,0/1,one stack final acceptance test,"Acceptance gate: no realized DRAM/base, TSV or microbump electrical failure.",at test_time_utc,outcome_label,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: int(not electrical_bad),electrical_bad = bool(modes['dram_electrical'] or modes['tsv_open_short'] or modes['microbump_open_bridge']),illustrative_simulation_assumption
electrical_test,final_test_pass,int64,0/1,one stack final acceptance test,Final acceptance passed both assembly inspection and electrical test.,at test_time_utc,outcome_label,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: int(not failed) | generate.py:426: int(not failed),failed = bool(mode_list),illustrative_simulation_assumption
electrical_test,defect_type,str,category/text,one stack final acceptance test,"none, one of seven named mechanisms, or multiple; simulator-assigned outcome.",at test_time_utc,outcome_label,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: defect_type | generate.py:426: defect_type,defect_type = 'none' if not mode_list else ('multiple' if len(mode_list)>1 else mode_list[0]),illustrative_simulation_assumption
electrical_test,defect_stage,str,category/text,one stack final acceptance test,Coarse origin assigned from the simulated mechanism; multiple when mechanisms coexist.,at test_time_utc,outcome_label,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: stage | generate.py:426: stage,"stage = 'none' if not failed else ('multiple' if len(mode_list)>1 else {                 'dram_electrical':'dram_or_base','tsv_open_short':'tsv_or_interconnect',                 'microbump_open_bridge':'reflow','die_crack':'handling',                 'warpage':'assembly','underfill_void':'molding','delamination':'molding'}[mode_list[0]])",illustrative_simulation_assumption
electrical_test,defect_severity,str,category/text,one stack final acceptance test,"none, major for one mode, critical for multiple modes; scenario labels, not real severity scoring.",at test_time_utc,outcome_label,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: 'none' if not failed else ('critical' if len(mode_list)>1 else 'major'),"failed = bool(mode_list) | mode_list = [m for m,v in modes.items() if v]",illustrative_simulation_assumption
electrical_test,final_disposition,str,category/text,one stack final acceptance test,"accept on final acceptance pass, otherwise scrap; stack rework is not simulated.",at test_time_utc,post_selection_outcome_metadata,False,0,No missing values in this generated cohort.,Measurements conditional on realized latent fault modes under fixed synthetic test conditions; acceptance combines mechanical and electrical gates.,generate.py:379: 'accept' if not failed else 'scrap',failed = bool(mode_list),illustrative_simulation_assumption
reliability_test,stack_id,str,category/text,one stack sampling status and optional stress test,Fictional stack identifier for traceability or configuration.,at test_time_utc if sampled,identifier_or_metadata,False,0,No missing values in this generated cohort.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:442: assigned_stack | generate.py:364: sid | generate.py:307: sid | generate.py:379: sid | generate.py:397: sid | generate.py:405: sid | generate.py:426: sid | generate.py:302: sid,"assigned_stack = np.full(n_d,'',dtype=object) | sid = f'S{next_stack:06}'",illustrative_simulation_assumption
reliability_test,reliability_sampled,int64,0/1,one stack sampling status and optional stress test,Selected for the later synthetic stress screen; only final acceptance passers are eligible.,at test_time_utc if sampled,observation_or_process_context,False,0,No missing values in this generated cohort.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:397: int(selected) | generate.py:426: int(selected),"selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False)",illustrative_simulation_assumption
reliability_test,sampling_reason,str,category/text,one stack sampling status and optional stress test,"sampled, not_sampled or failed_final_test.",at test_time_utc if sampled,observation_or_process_context,False,0,No missing values in this generated cohort.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:397: 'sampled' if selected else ('failed_final_test' if failed else 'not_sampled'),"selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False) | failed = bool(mode_list)",illustrative_simulation_assumption
reliability_test,test_time_utc,str,UTC ISO-8601,one stack sampling status and optional stress test,"Test time, in a wholly simulated chronology.",at test_time_utc if sampled,identifier_or_metadata,True,14413,Not stress tested; use reliability_sampled and sampling_reason.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:379: testtime.strftime('%Y-%m-%dT%H:%M:%SZ') | generate.py:397: None if not selected else reliability_time.strftime('%Y-%m-%dT%H:%M:%SZ'),"testtime = observed+pd.Timedelta(hours=12) | selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False) | reliability_time = testtime+pd.Timedelta(days=7) if selected else None",illustrative_simulation_assumption
reliability_test,stress_protocol_id,str,category/text,one stack sampling status and optional stress test,Fictional stress protocol identifier for traceability or configuration.,at test_time_utc if sampled,identifier_or_metadata,True,14413,Not stress tested; use reliability_sampled and sampling_reason.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:397: 'SYN_CYCLE_SCREEN_V1' if selected else None,"selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False)",illustrative_simulation_assumption
reliability_test,cycles_applied,float64,count/index,one stack sampling status and optional stress test,"200 thermal cycles for selected stacks, otherwise unavailable.",at test_time_utc if sampled,observation_or_process_context,True,14413,Not stress tested; use reliability_sampled and sampling_reason.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:397: 200 if selected else None,"selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False)",illustrative_simulation_assumption
reliability_test,stress_low_temperature_c,float64,degC,one stack sampling status and optional stress test,Synthetic stress-cycle lower temperature (-40 degC); not a qualification-standard claim.,at test_time_utc if sampled,observation_or_process_context,True,14413,Not stress tested; use reliability_sampled and sampling_reason.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:397: -40 if selected else None,"selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False)",illustrative_simulation_assumption
reliability_test,stress_high_temperature_c,float64,degC,one stack sampling status and optional stress test,Synthetic stress-cycle upper temperature (125 degC).,at test_time_utc if sampled,observation_or_process_context,True,14413,Not stress tested; use reliability_sampled and sampling_reason.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:397: 125 if selected else None,"selected = rtrace.choice(n_w, min(c['trace_runs_per_stage'], n_w), replace=False)",illustrative_simulation_assumption
reliability_test,reliability_pass,float64,0/1,one stack sampling status and optional stress test,"1 passed, 0 failed the stress screen, null not tested.",at test_time_utc if sampled,outcome_label,True,14413,Not stress tested; use reliability_sampled and sampling_reason.,Random sample of final acceptance passers; probabilistic stress-screen response; untested outcomes remain null.,generate.py:397: rpass | generate.py:426: rpass,rpass = int(rtest.random()>=rp) if selected else None,illustrative_simulation_assumption
ml_stack_features,stack_id,str,category/text,one stack feature snapshot,Fictional stack identifier for traceability or configuration.,"after package inspection, before final test",identifier_or_metadata,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:442: assigned_stack | generate.py:364: sid | generate.py:307: sid | generate.py:379: sid | generate.py:397: sid | generate.py:405: sid | generate.py:426: sid | generate.py:302: sid,"assigned_stack = np.full(n_d,'',dtype=object) | sid = f'S{next_stack:06}'",illustrative_simulation_assumption
ml_stack_features,lot_id,str,category/text,one stack feature snapshot,Fictional lot identifier for traceability or configuration.,"after package inspection, before final test",identifier_or_metadata,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:50: [f'L{i+1:04}' for i in li] | generate.py:72: lots.lot_id.to_numpy()[wlot] | generate.py:364: lots.lot_id.iloc[l],"li = np.arange(nl) | wlot = wi//nw | lots = pd.DataFrame(dict(lot_id=[f'L{i+1:04}' for i in li], release_time_utc=stamp(released),         split=splits, product_generation='HBM3E', stack_layer_count=h,         capacity_gb=h*c['core_die_density_gb'], scenario=c['scenario'],         material_batch_id=[f'MAT{i//6+1:03}' for i in li], wafers_in_cohort=nw,         sampled_dies_per_wafer=nd))",illustrative_simulation_assumption
ml_stack_features,split,str,category/text,one stack feature snapshot,"Preassigned time-ordered lot partition: train, validation or test.","after package inspection, before final test",identifier_or_metadata,False,0,No missing values in this generated cohort.,Copy of pre-final-test assembly observations plus constituent-die aggregates. Only measured sampled values enter sampled aggregates.,generate.py:50: splits | generate.py:72: splits[wlot] | generate.py:364: splits[l] | generate.py:267: splits[l] | generate.py:426: splits[l],"splits = np.where(li < train_end, 'train', np.where(li < val_end, 'validation', 'test')) | wlot = wi//nw",illustrative_simulation_assumption
